ID	mean_y_probes_value	y_probes_sd	z_score	sex
1	GSM1900770_4384_40288_2502CHRN_HuGene1.0st.CEL	3.39839915054264	0.574702223868725	-0.340419282411651	female
2	GSM1900771_4384_40289_2502DSRN_HuGene1.0st.CEL	2.75400514419495	0.217550114664414	-0.816107286313098	female
3	GSM1900787_4384_40305_2506CHRN_HuGene1.0st.CEL	6.3416872399298	1.65124549772286	1.66983716401893	male
4	GSM1900788_4384_40306_2506DSRN_HuGene1.0st.CEL	2.84815643494066	0.262200546579871	-0.771510376379104	female
5	GSM1900804_4384_40322_2510CHRN_HuGene1.0st.CEL	6.07513585408091	1.48889049078937	1.53329735542678	male
6	GSM1900805_4384_40323_2510DSRN_HuGene1.0st.CEL	2.88460294180981	0.209382263321486	-0.743705113006541	female
7	GSM1900824_4384_40342_5512CHRN_HuGene1.0st.CEL	2.97622182427006	0.467227448163956	-0.655293705639563	female
8	GSM1900825_4384_40343_5512DSRN_HuGene1.0st.CEL	4.00735091714392	1.34343691362769	-0.0972571302451541	male
9	GSM1900832_4384_40350_5517CHRN_HuGene1.0st.CEL	2.87595126269155	0.318924653833609	-0.736196588857422	female
10	GSM1900833_4384_40351_5517DSRN_HuGene1.0st.CEL	3.35413466270303	0.555754335210211	-0.447977631069908	female
11	GSM1900847_4384_40365_5523CHRN_HuGene1.0st.CEL	2.98974802754242	0.335709124029647	-0.629456038513142	female
12	GSM1900848_4384_40366_5523DSRN_HuGene1.0st.CEL	3.33816546978968	0.424783567144475	-0.435435972307635	female
13	GSM1900854_4384_40372_5524CHRN_HuGene1.0st.CEL	2.77663277786409	0.345103707545741	-0.825355735753526	female
14	GSM1900855_4384_40373_5524DSRN_HuGene1.0st.CEL	3.04680739318764	0.338489778460127	-0.571260784221372	female
15	GSM1900861_4384_40379_5531CHRN_HuGene1.0st.CEL	2.86329393914592	0.384825734586107	-0.767911040485909	female
16	GSM1900862_4384_40380_5531DSRN_HuGene1.0st.CEL	3.88492178642674	1.03437626012436	-0.116088047353927	male
17	GSM1900869_4384_40387_5534CHRN_HuGene1.0st.CEL	5.05058866503447	1.42460676880899	0.696130463568841	male
18	GSM1900870_4384_40388_5534DSRN_HuGene1.0st.CEL	4.65806837511968	1.26455577666445	0.421117161831217	male
19	GSM1900911_4384_40429_5627DSRN_HuGene1.0st.CEL	4.40306489649297	1.45945653231307	0.159405579618368	male
20	GSM1900928_4384_40446_5648CHRN_HuGene1.0st.CEL	2.81701699306076	0.392669509693496	-0.795241795604375	female
21	GSM1900942_4384_40459_8502CHRN_HuGene1.0st.CEL	7.09798013877389	1.43333498476065	2.32136739821458	male
22	GSM1900943_4384_40460_8502DSRN_HuGene1.0st.CEL	3.63931505718475	1.07020618747475	-0.279170887070001	female
23	GSM1900948_4384_40465_8503CHRN_HuGene1.0st.CEL	6.79585395646827	1.41819737955965	2.08573971995484	male
24	GSM1900949_4384_40466_8503DSRN_HuGene1.0st.CEL	4.21457902399589	1.02504610862387	0.141492572598765	male
