ID	mean_y_probes_value	y_probes_sd	z_score	sex
1	GSM320282.CEL	3.6158818191776	0.579891810567776	-1.07719120722995	female
2	GSM320283.CEL	3.72276399526528	0.697303585341547	-1.02019521599559	female
3	GSM320284.CEL	7.56273947803917	2.25057690061016	0.804002455446775	male
4	GSM320285.CEL	7.67534728388151	2.05785727315556	0.907447402055469	male
5	GSM320286.CEL	3.74725611107792	0.961200453187473	-1.05899446705407	female
6	GSM320287.CEL	3.95513962645793	0.95483561179331	-0.942981660477947	female
7	GSM320288.CEL	7.80406097067028	1.84040870330226	1.01088072930251	male
8	GSM320289.CEL	7.66311082325435	2.05475608879049	0.915600886925198	male
9	GSM320290.CEL	3.7779587310529	0.733124877840193	-0.992181207210943	female
10	GSM320291.CEL	7.84418291464403	1.8829513012563	1.04320942106056	male
11	GSM320292.CEL	4.93720070167704	1.94770344428335	-0.514264840253877	female
12	GSM320293.CEL	7.72503735819143	2.03714212674033	0.92466770343187	male
