ID	mean_y_probes_value	y_probes_sd	z_score	sex
1	GSM367804.CEL	6.99481486834451	1.7299682140259	0.651909633284758	male
2	GSM367805.CEL	6.7418162631323	1.74579701803016	0.214710856229303	male
3	GSM367806.CEL	5.22964734488879	0.796999080254407	-1.58408427104816	female
4	GSM367807.CEL	6.92790928879449	1.62200224505648	0.615873201726943	male
5	GSM367808.CEL	6.9979417069259	1.90134418376208	0.529323848659082	male
6	GSM367809.CEL	5.28850850758994	1.09630049011584	-1.56037941609261	female
7	GSM367810.CEL	6.92752427469086	1.621462767744	0.576822197857686	male
8	GSM367811.CEL	5.5044659532842	1.02756449679535	-1.23149388030316	female
9	GSM367812.CEL	6.9152561375444	1.52856538212702	0.656709199150192	male
10	GSM367813.CEL	7.08625370180815	1.51053157343968	0.901826423212674	male
11	GSM367814.CEL	7.07413498441006	1.78346432290535	0.703913524604576	male
12	GSM367815.CEL	7.21732841382696	1.62730241517406	1.05919217520253	male
13	GSM367816.CEL	6.68975708117051	1.69438666898122	0.156504154582436	male
14	GSM367817.CEL	5.61807245650379	0.89169078058321	-0.905874803055623	female
15	GSM367818.CEL	5.3684160547001	0.854728718308399	-1.38410548747843	female
16	GSM367819.CEL	7.02240707872782	1.57323932460302	0.739998394541363	male
17	GSM367820.CEL	6.96851635402499	1.82531363413581	0.468216039602252	male
18	GSM367821.CEL	7.07272282185311	1.90134283929462	0.618653179699175	male
19	GSM367822.CEL	7.00698568754053	1.58261054676213	0.698006909778376	male
20	GSM367823.CEL	5.59635151238762	0.87723920578576	-0.970473269169045	female
21	GSM367824.CEL	5.46059956005055	0.853996712352896	-1.13387309138378	female
22	GSM367825.CEL	7.06083895670845	1.58258359720285	0.829757282053252	male
23	GSM367826.CEL	5.82213963994468	1.00828601351829	-0.65113280165379	female
