ID	mean_y_probes_value	y_probes_sd	z_score	sex
1	GSM252349.CEL	3.15998025688878	0.999160225269587	-0.402105906474498	female
2	GSM252350.CEL	3.15041237463893	1.23335749279703	-0.452184525319514	female
3	GSM252351.CEL	4.94207573551717	2.73430300770366	1.13563219541942	male
4	GSM252352.CEL	5.05247350511756	2.80055303073031	1.12494482013828	male
5	GSM252353.CEL	6.04229080081299	2.73662416410809	2.34947176027528	male
6	GSM252354.CEL	3.20121023374905	1.37019326581007	-0.499208843918437	female
7	GSM252355.CEL	2.91458025097223	0.944484110798145	-0.685045474325204	female
8	GSM252356.CEL	3.09246091198203	1.07733621217962	-0.497943579463678	female
9	GSM252357.CEL	3.02579218612982	0.822231343816335	-0.451058903445321	female
10	GSM252358.CEL	2.98995859841045	0.785859476099811	-0.533001419216796	female
11	GSM252359.CEL	3.03797958059504	1.00088609021796	-0.604801454889725	female
12	GSM252360.CEL	3.04122697088436	0.897871962932378	-0.484698668779796	female
