ScanDate
GSM1900768_4384_40286_2502AMRN_HuGene1.0st.CEL	2012-05-17T18:12:04Z
GSM1900769_4384_40287_2502CBRN_HuGene1.0st.CEL	2012-05-17T22:54:11Z
GSM1900770_4384_40288_2502CHRN_HuGene1.0st.CEL	2012-05-21T14:58:48Z
GSM1900771_4384_40289_2502DSRN_HuGene1.0st.CEL	2012-05-15T22:56:29Z
GSM1900772_4384_40290_2502MBRN_HuGene1.0st.CEL	2012-06-02T02:25:22Z
GSM1900773_4384_40291_2502UFRN_HuGene1.0st.CEL	2012-05-15T14:54:55Z
GSM1900774_4384_40292_2502ULRN_HuGene1.0st.CEL	2012-05-15T19:22:25Z
GSM1900775_4384_40293_2503AMRN_HuGene1.0st.CEL	2012-05-17T18:20:49Z
GSM1900776_4384_40294_2503CHRN_HuGene1.0st.CEL	2012-05-21T17:11:07Z
GSM1900777_4384_40295_2503MBRN_HuGene1.0st.CEL	2012-06-02T00:10:59Z
GSM1900778_4384_40296_2504AMRN_HuGene1.0st.CEL	2012-05-17T18:29:46Z
GSM1900779_4384_40297_2504CHRN_HuGene1.0st.CEL	2012-05-21T17:02:16Z
GSM1900780_4384_40298_2504DSRN_HuGene1.0st.CEL	2012-05-15T23:05:23Z
GSM1900781_4384_40299_2504MBRN_HuGene1.0st.CEL	2012-06-02T00:20:01Z
GSM1900782_4384_40300_2504PSRN_HuGene1.0st.CEL	2012-05-21T20:05:35Z
GSM1900783_4384_40301_2504ULRN_HuGene1.0st.CEL	2012-05-15T19:31:17Z
GSM1900784_4384_40302_2505PSRN_HuGene1.0st.CEL	2012-05-21T20:14:26Z
GSM1900785_4384_40303_2506AMRN_HuGene1.0st.CEL	2012-05-17T18:38:56Z
GSM1900786_4384_40304_2506CBRN_HuGene1.0st.CEL	2012-05-17T20:57:38Z
GSM1900787_4384_40305_2506CHRN_HuGene1.0st.CEL	2012-05-21T16:53:27Z
GSM1900788_4384_40306_2506DSRN_HuGene1.0st.CEL	2012-05-15T23:14:23Z
GSM1900789_4384_40307_2506MBRN_HuGene1.0st.CEL	2012-06-02T00:28:57Z
GSM1900790_4384_40308_2506PSRN_HuGene1.0st.CEL	2012-05-21T20:23:29Z
GSM1900791_4384_40309_2506UFRN_HuGene1.0st.CEL	2012-05-15T15:03:45Z
GSM1900792_4384_40310_2506ULRN_HuGene1.0st.CEL	2012-05-15T19:40:08Z
GSM1900793_4384_40311_2507PSRN_HuGene1.0st.CEL	2012-05-21T20:32:26Z
GSM1900794_4384_40312_2508AMRN_HuGene1.0st.CEL	2012-05-17T18:48:07Z
GSM1900795_4384_40313_2508CBRN_HuGene1.0st.CEL	2012-05-17T21:24:19Z
GSM1900796_4384_40314_2508CHRN_HuGene1.0st.CEL	2012-05-21T17:46:53Z
GSM1900797_4384_40315_2508DSRN_HuGene1.0st.CEL	2012-05-15T23:23:15Z
GSM1900798_4384_40316_2508MBRN_HuGene1.0st.CEL	2012-06-02T00:37:42Z
GSM1900799_4384_40317_2508UFRN_HuGene1.0st.CEL	2012-05-15T15:14:07Z
GSM1900800_4384_40318_2508ULRN_HuGene1.0st.CEL	2012-05-15T19:49:11Z
GSM1900801_4384_40319_2509PSRN_HuGene1.0st.CEL	2012-05-21T20:50:17Z
GSM1900802_4384_40320_2510AMRN_HuGene1.0st.CEL	2012-05-17T18:57:15Z
GSM1900803_4384_40321_2510CBRN_HuGene1.0st.CEL	2012-05-17T20:21:52Z
GSM1900804_4384_40322_2510CHRN_HuGene1.0st.CEL	2012-05-21T16:43:20Z
GSM1900805_4384_40323_2510DSRN_HuGene1.0st.CEL	2012-05-17T15:09:35Z
GSM1900806_4384_40324_2510MBRN_HuGene1.0st.CEL	2012-06-02T00:46:40Z
GSM1900807_4384_40325_2510PSRN_HuGene1.0st.CEL	2012-05-21T20:59:15Z
GSM1900808_4384_40326_2510ULRN_HuGene1.0st.CEL	2012-05-15T19:58:12Z
GSM1900809_4384_40327_2512CBRN_HuGene1.0st.CEL	2012-05-17T20:48:37Z
GSM1900810_4384_40328_2512CHRN_HuGene1.0st.CEL	2012-05-21T16:34:40Z
GSM1900811_4384_40329_2512DSRN_HuGene1.0st.CEL	2012-05-17T15:18:26Z
GSM1900812_4384_40330_2513PSRN_HuGene1.0st.CEL	2012-05-21T21:08:13Z
GSM1900813_4384_40331_2515CBRN_HuGene1.0st.CEL	2012-05-21T23:13:50Z
GSM1900814_4384_40332_2517AMRN_HuGene1.0st.CEL	2012-05-17T19:06:07Z
GSM1900815_4384_40333_2517CHRN_HuGene1.0st.CEL	2012-05-21T16:25:55Z
GSM1900816_4384_40334_2517DSRN_HuGene1.0st.CEL	2012-05-17T15:27:15Z
GSM1900817_4384_40335_2517MBRN_HuGene1.0st.CEL	2012-06-02T00:55:35Z
GSM1900818_4384_40336_2517PSRN_HuGene1.0st.CEL	2012-05-21T21:17:03Z
GSM1900819_4384_40337_2517UFRN_HuGene1.0st.CEL	2012-05-15T15:22:55Z
GSM1900820_4384_40338_2517ULRN_HuGene1.0st.CEL	2012-05-15T20:07:06Z
GSM1900821_4384_40339_5503ULRN_HuGene1.0st.CEL	2012-05-15T20:16:03Z
GSM1900822_4384_40340_5512AMRN_HuGene1.0st.CEL	2012-05-17T21:33:24Z
GSM1900823_4384_40341_5512CBRN_HuGene1.0st.CEL	2012-05-21T23:22:56Z
GSM1900824_4384_40342_5512CHRN_HuGene1.0st.CEL	2012-05-21T16:17:00Z
GSM1900825_4384_40343_5512DSRN_HuGene1.0st.CEL	2012-05-17T15:35:49Z
GSM1900826_4384_40344_5512MBRN_HuGene1.0st.CEL	2012-06-02T01:04:36Z
GSM1900827_4384_40345_5512PSRN_HuGene1.0st.CEL	2012-05-21T21:26:07Z
GSM1900828_4384_40346_5512UFRN_HuGene1.0st.CEL	2012-05-15T15:31:43Z
GSM1900829_4384_40347_5512ULRN_HuGene1.0st.CEL	2012-05-15T20:25:02Z
GSM1900830_4384_40348_5517AMRN_HuGene1.0st.CEL	2012-05-17T21:42:15Z
GSM1900831_4384_40349_5517CBRN_HuGene1.0st.CEL	2012-05-21T23:32:04Z
GSM1900832_4384_40350_5517CHRN_HuGene1.0st.CEL	2012-05-21T16:08:20Z
GSM1900833_4384_40351_5517DSRN_HuGene1.0st.CEL	2012-05-17T15:44:40Z
GSM1900834_4384_40352_5517MBRN_HuGene1.0st.CEL	2012-06-02T01:13:42Z
GSM1900835_4384_40353_5517PSRN_HuGene1.0st.CEL	2012-05-21T21:35:14Z
GSM1900836_4384_40354_5517UFRN_HuGene1.0st.CEL	2012-05-15T15:40:33Z
GSM1900837_4384_40355_5517ULRN_HuGene1.0st.CEL	2012-05-15T20:33:48Z
GSM1900838_4384_40356_5520AMRN_HuGene1.0st.CEL	2012-05-17T21:51:08Z
GSM1900839_4384_40357_5520CBRN_HuGene1.0st.CEL	2012-06-01T21:48:47Z
GSM1900840_4384_40358_5520DSRN_HuGene1.0st.CEL	2012-05-17T15:53:28Z
GSM1900841_4384_40359_5520MBRN_HuGene1.0st.CEL	2012-06-01T22:59:03Z
GSM1900842_4384_40360_5520PSRN_HuGene1.0st.CEL	2012-05-21T20:41:19Z
GSM1900843_4384_40361_5520UFRN_HuGene1.0st.CEL	2012-05-15T15:49:22Z
GSM1900844_4384_40362_5520ULRN_HuGene1.0st.CEL	2012-05-15T20:42:47Z
GSM1900845_4384_40363_5523AMRN_HuGene1.0st.CEL	2012-05-17T22:00:18Z
GSM1900846_4384_40364_5523CBRN_HuGene1.0st.CEL	2012-06-01T21:57:28Z
GSM1900847_4384_40365_5523CHRN_HuGene1.0st.CEL	2012-05-21T15:59:32Z
GSM1900848_4384_40366_5523DSRN_HuGene1.0st.CEL	2012-05-17T16:02:23Z
GSM1900849_4384_40367_5523MBRN_HuGene1.0st.CEL	2012-06-01T23:07:57Z
GSM1900850_4384_40368_5523UFRN_HuGene1.0st.CEL	2012-05-15T15:58:03Z
GSM1900851_4384_40369_5523ULRN_HuGene1.0st.CEL	2012-05-15T20:51:31Z
GSM1900852_4384_40370_5524AMRN_HuGene1.0st.CEL	2012-05-17T22:09:14Z
GSM1900853_4384_40371_5524CBRN_HuGene1.0st.CEL	2012-06-01T22:06:23Z
GSM1900854_4384_40372_5524CHRN_HuGene1.0st.CEL	2012-05-21T15:50:41Z
GSM1900855_4384_40373_5524DSRN_HuGene1.0st.CEL	2012-05-17T16:11:06Z
GSM1900856_4384_40374_5524MBRN_HuGene1.0st.CEL	2012-06-01T23:16:55Z
GSM1900857_4384_40375_5524UFRN_HuGene1.0st.CEL	2012-05-15T16:07:05Z
GSM1900858_4384_40376_5524ULRN_HuGene1.0st.CEL	2012-05-15T21:00:32Z
GSM1900859_4384_40377_5531AMRN_HuGene1.0st.CEL	2012-05-17T20:12:52Z
GSM1900860_4384_40378_5531CBRN_HuGene1.0st.CEL	2012-06-01T22:15:11Z
GSM1900861_4384_40379_5531CHRN_HuGene1.0st.CEL	2012-05-21T15:41:48Z
GSM1900862_4384_40380_5531DSRN_HuGene1.0st.CEL	2012-05-17T16:37:42Z
GSM1900863_4384_40381_5531MBRN_HuGene1.0st.CEL	2012-06-01T23:25:52Z
GSM1900864_4384_40382_5531PSRN_HuGene1.0st.CEL	2012-05-21T21:44:09Z
GSM1900865_4384_40383_5531UFRN_HuGene1.0st.CEL	2012-05-15T16:15:51Z
GSM1900866_4384_40384_5531ULRN_HuGene1.0st.CEL	2012-05-15T21:09:21Z
GSM1900867_4384_40385_5534AMRN_HuGene1.0st.CEL	2012-05-17T22:18:16Z
GSM1900868_4384_40386_5534CBRN_HuGene1.0st.CEL	2012-06-01T22:23:53Z
GSM1900869_4384_40387_5534CHRN_HuGene1.0st.CEL	2012-05-21T15:33:00Z
GSM1900870_4384_40388_5534DSRN_HuGene1.0st.CEL	2012-05-17T16:28:58Z
GSM1900871_4384_40389_5534PSRN_HuGene1.0st.CEL	2012-05-21T21:53:00Z
GSM1900872_4384_40390_5535AMRN_HuGene1.0st.CEL	2012-05-17T21:15:20Z
GSM1900873_4384_40391_5535CBRN_HuGene1.0st.CEL	2012-06-01T22:32:29Z
GSM1900874_4384_40392_5535CHRN_HuGene1.0st.CEL	2012-05-21T15:24:16Z
GSM1900875_4384_40393_5535DSRN_HuGene1.0st.CEL	2012-05-17T19:14:56Z
GSM1900876_4384_40394_5535MBRN_HuGene1.0st.CEL	2012-06-01T23:34:47Z
GSM1900877_4384_40395_5535PSRN_HuGene1.0st.CEL	2012-05-21T22:02:03Z
GSM1900878_4384_40396_5535UFRN_HuGene1.0st.CEL	2012-05-15T16:24:39Z
GSM1900879_4384_40397_5535ULRN_HuGene1.0st.CEL	2012-05-15T21:18:14Z
GSM1900880_4384_40398_5537AMRN_HuGene1.0st.CEL	2012-05-17T20:03:50Z
GSM1900881_4384_40399_5537CBRN_HuGene1.0st.CEL	2012-06-01T22:41:19Z
GSM1900882_4384_40400_5537CHRN_HuGene1.0st.CEL	2012-05-21T15:15:33Z
GSM1900883_4384_40401_5537DSRN_HuGene1.0st.CEL	2012-05-17T16:20:00Z
GSM1900884_4384_40402_5537MBRN_HuGene1.0st.CEL	2012-06-01T23:43:43Z
GSM1900885_4384_40403_5537UFRN_HuGene1.0st.CEL	2012-05-15T16:33:22Z
GSM1900886_4384_40404_5537ULRN_HuGene1.0st.CEL	2012-05-15T21:27:06Z
GSM1900887_4384_40405_5539AMRN_HuGene1.0st.CEL	2012-05-17T19:54:56Z
GSM1900888_4384_40406_5539CHRN_HuGene1.0st.CEL	2012-05-21T19:20:59Z
GSM1900889_4384_40407_5539DSRN_HuGene1.0st.CEL	2012-05-17T16:46:35Z
GSM1900890_4384_40408_5539MBRN_HuGene1.0st.CEL	2012-06-01T23:52:47Z
GSM1900891_4384_40409_5539ULRN_HuGene1.0st.CEL	2012-05-15T21:36:04Z
GSM1900892_4384_40410_5544AMRN_HuGene1.0st.CEL	2012-05-17T23:03:17Z
GSM1900893_4384_40411_5544CHRN_HuGene1.0st.CEL	2012-05-21T19:12:07Z
GSM1900894_4384_40412_5544DSRN_HuGene1.0st.CEL	2012-05-17T16:55:16Z
GSM1900895_4384_40413_5544MBRN_HuGene1.0st.CEL	2012-06-02T00:01:58Z
GSM1900896_4384_40414_5544UFRN_HuGene1.0st.CEL	2012-05-15T16:42:07Z
GSM1900897_4384_40415_5544ULRN_HuGene1.0st.CEL	2012-05-15T21:45:07Z
GSM1900898_4384_40416_5548AMRN_HuGene1.0st.CEL	2012-05-17T20:30:48Z
GSM1900899_4384_40417_5548CBRN_HuGene1.0st.CEL	2012-06-01T22:50:27Z
GSM1900900_4384_40418_5548PSRN_HuGene1.0st.CEL	2012-05-21T22:11:14Z
GSM1900901_4384_40419_5548ULRN_HuGene1.0st.CEL	2012-05-15T21:54:09Z
GSM1900902_4384_40420_5549CBRN_HuGene1.0st.CEL	2012-06-02T01:22:46Z
GSM1900903_4384_40421_5549CHRN_HuGene1.0st.CEL	2012-05-21T19:03:21Z
GSM1900904_4384_40422_5549DSRN_HuGene1.0st.CEL	2012-05-17T17:04:01Z
GSM1900905_4384_40423_5549MBRN_HuGene1.0st.CEL	2012-06-02T02:34:16Z
GSM1900906_4384_40424_5549PSRN_HuGene1.0st.CEL	2012-05-21T22:20:12Z
GSM1900907_4384_40425_5549UFRN_HuGene1.0st.CEL	2012-05-15T16:50:59Z
GSM1900908_4384_40426_5549ULRN_HuGene1.0st.CEL	2012-05-15T22:03:08Z
GSM1900909_4384_40427_5627AMRN_HuGene1.0st.CEL	2012-05-17T20:39:47Z
GSM1900910_4384_40428_5627CBRN_HuGene1.0st.CEL	2012-06-02T01:31:29Z
GSM1900911_4384_40429_5627DSRN_HuGene1.0st.CEL	2012-05-17T17:12:36Z
GSM1900912_4384_40430_5627MBRN_HuGene1.0st.CEL	2012-06-02T02:43:11Z
GSM1900913_4384_40431_5627PSRN_HuGene1.0st.CEL	2012-05-21T22:29:04Z
GSM1900914_4384_40432_5627UFRN_HuGene1.0st.CEL	2012-05-15T16:59:50Z
GSM1900915_4384_40433_5627ULRN_HuGene1.0st.CEL	2012-05-15T22:11:55Z
GSM1900916_4384_40434_5637AMRN_HuGene1.0st.CEL	2012-05-17T22:27:23Z
GSM1900917_4384_40435_5637CHRN_HuGene1.0st.CEL	2012-05-21T18:54:21Z
GSM1900918_4384_40436_5637PSRN_HuGene1.0st.CEL	2012-05-21T22:37:55Z
GSM1900919_4384_40437_5637UFRN_HuGene1.0st.CEL	2012-05-15T17:08:38Z
GSM1900920_4384_40438_5646CBRN_HuGene1.0st.CEL	2012-06-02T01:40:15Z
GSM1900921_4384_40439_5647CBRN_HuGene1.0st.CEL	2012-06-02T01:49:03Z
GSM1900922_4384_40440_5647MBRN_HuGene1.0st.CEL	2012-06-02T02:52:15Z
GSM1900923_4384_40441_5647PSRN_HuGene1.0st.CEL	2012-05-21T22:46:47Z
GSM1900924_4384_40442_5647UFRN_HuGene1.0st.CEL	2012-05-15T19:13:36Z
GSM1900925_4384_40443_5647ULRN_HuGene1.0st.CEL	2012-05-15T22:20:46Z
GSM1900926_4384_40444_5648AMRN_HuGene1.0st.CEL	2012-05-17T22:36:22Z
GSM1900927_4384_40445_5648CBRN_HuGene1.0st.CEL	2012-06-02T01:58:06Z
GSM1900928_4384_40446_5648CHRN_HuGene1.0st.CEL	2012-05-21T19:29:48Z
GSM1900929_4384_40447_5648MBRN_HuGene1.0st.CEL	2012-06-02T03:01:12Z
GSM1900930_4384_40448_5648PSRN_HuGene1.0st.CEL	2012-05-21T22:55:27Z
GSM1900931_4384_40449_5648UFRN_HuGene1.0st.CEL	2012-05-15T19:04:44Z
GSM1900932_4384_40450_5648ULRN_HuGene1.0st.CEL	2012-05-15T22:29:36Z
GSM1900933_4384_40451_5650AMRN_HuGene1.0st.CEL	2012-05-17T21:06:24Z
GSM1900934_4384_40452_5650CBRN_HuGene1.0st.CEL	2012-06-02T02:07:04Z
GSM1900935_4384_40453_5650CHRN_HuGene1.0st.CEL	2012-05-21T19:38:42Z
GSM1900936_4384_40454_5650DSRN_HuGene1.0st.CEL	2012-05-17T17:45:14Z
GSM1900937_4384_40455_5650MBRN_HuGene1.0st.CEL	2012-06-02T03:10:16Z
GSM1900938_4384_40456_5650UFRN_HuGene1.0st.CEL	2012-05-15T18:55:52Z
GSM1900939_4384_40468_5650ULRN_HuGene1.0st.CEL	2012-05-15T22:38:32Z
GSM1900940_4384_40457_8502AMRN_HuGene1.0st.CEL	2012-05-17T22:45:17Z
GSM1900941_4384_40458_8502CBRN_HuGene1.0st.CEL	2012-06-02T02:16:09Z
GSM1900942_4384_40459_8502CHRN_HuGene1.0st.CEL	2012-05-21T19:47:44Z
GSM1900943_4384_40460_8502DSRN_HuGene1.0st.CEL	2012-05-17T17:53:54Z
GSM1900944_4384_40461_8502MBRN_HuGene1.0st.CEL	2012-06-02T03:19:06Z
GSM1900945_4384_40462_8502PSRN_HuGene1.0st.CEL	2012-05-21T23:04:39Z
GSM1900946_4384_40463_8502UFRN_HuGene1.0st.CEL	2012-05-15T18:46:42Z
GSM1900947_4384_40464_8502ULRN_HuGene1.0st.CEL	2012-05-15T22:47:28Z
GSM1900948_4384_40465_8503CHRN_HuGene1.0st.CEL	2012-05-21T19:56:42Z
GSM1900949_4384_40466_8503DSRN_HuGene1.0st.CEL	2012-05-17T18:02:54Z
GSM1900950_4384_40467_8503MBRN_HuGene1.0st.CEL	2012-06-02T03:28:00Z
